epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
54,24692,1.52631,1.40382,1.49364,0.65244,0.58247,0.63841,0.33391,1.58288,1.33487,1.57424,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,25141.8,1.52535,1.40212,1.49251,0.65591,0.5837,0.63967,0.33374,1.58328,1.33361,1.57399,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,25602.9,1.53055,1.40069,1.49226,0.65184,0.58428,0.63957,0.33419,1.58362,1.33261,1.57358,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,26039.7,1.51497,1.38134,1.47418,0.65482,0.58338,0.64032,0.33451,1.5835,1.331,1.57313,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,26488.2,1.51818,1.37724,1.47896,0.65632,0.58381,0.64049,0.33471,1.5829,1.32979,1.57203,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,26935.1,1.51399,1.3794,1.47383,0.65837,0.58368,0.64042,0.33502,1.58298,1.32811,1.57129,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,27381.3,1.5144,1.36476,1.47498,0.65812,0.58564,0.64039,0.33486,1.58263,1.32666,1.5701,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,27825.7,1.50752,1.3551,1.46615,0.66018,0.58213,0.63996,0.33491,1.58272,1.3251,1.56911,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,28282.1,1.49938,1.34375,1.46102,0.66305,0.58188,0.63998,0.33505,1.58315,1.3235,1.56869,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,28734.6,1.49828,1.34594,1.45998,0.6596,0.58631,0.64002,0.33514,1.58365,1.32254,1.5683,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,29191.5,1.49749,1.33597,1.45619,0.6594,0.58684,0.64028,0.33515,1.58518,1.32159,1.56811,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,29643.5,1.49548,1.33122,1.45258,0.66406,0.58743,0.64105,0.33592,1.58571,1.31989,1.56805,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,30091.4,1.49284,1.32443,1.44847,0.66412,0.58527,0.64096,0.33575,1.58606,1.31902,1.56768,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,30545,1.48421,1.31986,1.44587,0.66648,0.58625,0.64075,0.33582,1.58576,1.31746,1.5668,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,30993.8,1.48092,1.31175,1.44342,0.66833,0.58325,0.64051,0.33616,1.5857,1.31629,1.56639,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,31439.1,1.47721,1.30603,1.44064,0.67178,0.58166,0.64123,0.33649,1.58624,1.3139,1.56623,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,31893.4,1.4709,1.28915,1.4333,0.67297,0.58212,0.6421,0.33663,1.5866,1.31275,1.56575,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,32344.5,1.47202,1.28834,1.43319,0.67348,0.58324,0.64226,0.33672,1.58689,1.31155,1.56584,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,32785.8,1.46994,1.28922,1.43347,0.67451,0.58179,0.64236,0.33689,1.58725,1.31002,1.56537,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,33232.1,1.46076,1.2726,1.42291,0.67462,0.58306,0.64272,0.33726,1.58758,1.30882,1.56508,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,33677.8,1.46114,1.27543,1.42654,0.67497,0.58286,0.64293,0.33675,1.58771,1.30769,1.56465,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,34119.5,1.45491,1.25983,1.42457,0.67451,0.58585,0.64354,0.33699,1.58862,1.30649,1.56469,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,34577.5,1.44877,1.24887,1.41343,0.67399,0.58573,0.64335,0.33667,1.58872,1.3052,1.56412,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,35026.3,1.44947,1.24574,1.41364,0.66945,0.58975,0.64376,0.33711,1.58871,1.30336,1.56336,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,35471.1,1.44519,1.24059,1.40573,0.67238,0.58914,0.64352,0.33728,1.58909,1.30263,1.56288,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,35921.5,1.44225,1.24146,1.40734,0.67145,0.58816,0.64363,0.33754,1.58978,1.30174,1.56275,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,36366.2,1.43474,1.22726,1.39743,0.6706,0.58989,0.64347,0.33752,1.59051,1.30038,1.56266,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,36812.9,1.43546,1.22499,1.40026,0.66943,0.58911,0.64362,0.33743,1.5923,1.29918,1.56336,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,37261.6,1.42736,1.21358,1.39352,0.6716,0.58961,0.64486,0.33769,1.59297,1.29751,1.56323,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,37712,1.42653,1.21302,1.39074,0.66783,0.59053,0.64513,0.33785,1.59352,1.29644,1.56292,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,38160.2,1.42276,1.20127,1.38796,0.67059,0.59031,0.6451,0.33819,1.59393,1.29644,1.56285,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,38610.5,1.41773,1.19739,1.38426,0.6724,0.5926,0.64578,0.33856,1.59472,1.29513,1.5628,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,39057.8,1.41194,1.18817,1.38218,0.66768,0.59349,0.64531,0.33836,1.59552,1.29461,1.56226,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,39503.1,1.40846,1.18575,1.37799,0.66768,0.59389,0.64665,0.33819,1.59553,1.2943,1.56156,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,39954.9,1.40899,1.17453,1.37709,0.67065,0.59113,0.64678,0.33845,1.59655,1.29335,1.56142,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,40403,1.40083,1.16298,1.36991,0.66965,0.596,0.64752,0.33855,1.59742,1.29324,1.56116,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,40856,1.39835,1.15587,1.36457,0.67186,0.59534,0.6482,0.33845,1.59827,1.29279,1.56098,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,41315,1.39194,1.15335,1.36302,0.67278,0.5984,0.64887,0.33888,1.59886,1.29229,1.56077,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,41762.8,1.39289,1.14744,1.35783,0.67168,0.59714,0.64855,0.3389,1.59988,1.29129,1.56061,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,42209.5,1.38194,1.14077,1.35293,0.6766,0.59158,0.64797,0.33841,1.60088,1.29118,1.56073,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,42658.6,1.3785,1.13665,1.34821,0.67047,0.59613,0.64794,0.33831,1.60211,1.29118,1.56108,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,43103.5,1.37018,1.11869,1.34296,0.67023,0.5968,0.64777,0.33782,1.60378,1.29113,1.56142,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,43543.8,1.37216,1.11939,1.34519,0.67073,0.59559,0.64737,0.33765,1.60528,1.29133,1.56195,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,44008.9,1.35903,1.10442,1.33524,0.67307,0.59353,0.64706,0.33774,1.60714,1.2916,1.56284,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,44448.6,1.35509,1.09865,1.33015,0.67422,0.59529,0.64747,0.33709,1.6093,1.29097,1.56333,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,44901.9,1.35639,1.10363,1.33404,0.67053,0.59783,0.64684,0.33724,1.61072,1.29137,1.5637,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,45350.2,1.35211,1.09447,1.32832,0.66906,0.59791,0.64672,0.33695,1.61231,1.29127,1.56404,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,45795.5,1.34546,1.08496,1.32385,0.66386,0.59897,0.64604,0.33683,1.61347,1.29233,1.56418,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,46247.5,1.34302,1.08277,1.32354,0.66391,0.59876,0.64529,0.33666,1.61507,1.29167,1.5648,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,46685.8,1.3361,1.067,1.3116,0.66571,0.59718,0.64535,0.33624,1.61673,1.29201,1.5652,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,47142.2,1.33599,1.066,1.31411,0.66298,0.59737,0.64547,0.33635,1.61828,1.29261,1.56536,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,47590.4,1.33195,1.06202,1.30932,0.66715,0.59451,0.64546,0.33599,1.61981,1.29359,1.56573,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,48036.9,1.32269,1.04596,1.30691,0.66713,0.59304,0.64502,0.33571,1.62159,1.29465,1.56659,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,48483.3,1.31899,1.0429,1.30019,0.66592,0.59272,0.64472,0.33567,1.62371,1.29525,1.56778,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,48946.9,1.31081,1.03863,1.29396,0.66572,0.59625,0.64552,0.33497,1.62576,1.29593,1.56869,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,49405.8,1.31142,1.02877,1.2934,0.66824,0.59326,0.64483,0.33458,1.62719,1.29641,1.56877,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,49856.2,1.29969,1.01704,1.2884,0.66925,0.59328,0.64442,0.33387,1.62928,1.29761,1.5693,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,50308.4,1.30381,1.02047,1.29118,0.66908,0.59276,0.64427,0.33398,1.63063,1.29818,1.56957,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,50762.6,1.29365,1.01486,1.28154,0.67117,0.59036,0.64474,0.33359,1.63329,1.29948,1.57112,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,51223.5,1.29104,1.00187,1.27852,0.66594,0.59219,0.64369,0.33268,1.63569,1.30112,1.5726,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,51678,1.28167,0.99361,1.27325,0.65987,0.59789,0.64374,0.33256,1.63763,1.30273,1.57363,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,52127.7,1.28295,0.99347,1.27374,0.65661,0.59618,0.64268,0.33197,1.63936,1.30453,1.5743,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,52582.1,1.27344,0.98368,1.26837,0.65917,0.59264,0.64195,0.33189,1.64144,1.30581,1.5753,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,53037.1,1.2728,0.97983,1.26668,0.66306,0.59068,0.64123,0.33165,1.64428,1.30721,1.57711,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,53479.6,1.26472,0.96978,1.26244,0.67015,0.58847,0.64113,0.33115,1.64665,1.30919,1.57808,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,53935.8,1.25982,0.95824,1.25434,0.67091,0.58717,0.64054,0.33087,1.64762,1.31123,1.57784,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,54389.6,1.25478,0.95461,1.25097,0.67611,0.58507,0.64008,0.33043,1.64959,1.3131,1.57892,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,54840.5,1.24666,0.9518,1.24498,0.67847,0.5832,0.64032,0.32986,1.65161,1.3157,1.57959,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
