epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,14004.3,1.6039,1.72136,1.74131,0.63741,0.54697,0.60554,0.31242,1.57836,1.46742,1.74513,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,14421.7,1.59965,1.71918,1.74253,0.64615,0.54426,0.60961,0.31294,1.5801,1.46572,1.75058,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,14837.3,1.58913,1.70253,1.72987,0.63974,0.55429,0.6129,0.31682,1.57715,1.45672,1.748,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,15264.7,1.59028,1.68653,1.72157,0.62498,0.56507,0.61583,0.31726,1.57461,1.45009,1.74137,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,15704.2,1.58528,1.68114,1.72128,0.61773,0.57984,0.6176,0.3177,1.57861,1.4424,1.74396,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,16144.5,1.57969,1.67143,1.71645,0.6278,0.57685,0.61963,0.31895,1.58187,1.43516,1.74497,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,16578,1.57989,1.65219,1.70688,0.62914,0.57104,0.61895,0.32026,1.58381,1.42817,1.74313,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,17008.8,1.57065,1.6464,1.70247,0.62332,0.57519,0.61698,0.32166,1.58352,1.4236,1.74193,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,17428.9,1.57205,1.63879,1.69701,0.6314,0.57618,0.62106,0.32313,1.58116,1.42066,1.73696,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,17867,1.55773,1.62774,1.68316,0.62948,0.57641,0.62316,0.32306,1.57983,1.41857,1.73396,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,18296.8,1.56385,1.62466,1.68936,0.64178,0.56893,0.62408,0.32422,1.57862,1.41604,1.7318,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,18728.6,1.56101,1.61105,1.68787,0.64491,0.57419,0.62605,0.32473,1.57708,1.41054,1.72869,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,19173.5,1.55382,1.60315,1.67521,0.6454,0.57361,0.6268,0.32615,1.57604,1.40612,1.72577,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,19599.7,1.55259,1.6001,1.67625,0.64715,0.5761,0.62884,0.32653,1.57652,1.40298,1.72511,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
